entgegenkam.,diesem
diesem,zuhörer
zuhörer,seine
seine,wunde
wunde,zu
zu,zeigen
zeigen,war
war,dasselbe
dasselbe,wie
wie,sie
sie,im
im,flusse
flusse,baden
baden,bis
bis,sie
sie,kühl
kühl,und
und,mit
mit,dem
dem,flusse
flusse,eins
eins,wurde.
wurde.,während
während,er
er,immer
immer,noch
noch,sprach
sprach,immer
immer,noch
noch,bekannte
bekannte,und
und,beichtete
beichtete,fühlte
fühlte,siddhartha
siddhartha,mehr
mehr,und
und,mehr
mehr,daß
daß,dies
dies,nicht
nicht,mehr
mehr,vasudeva
vasudeva,nicht
nicht,mehr
mehr,ein
ein,mensch
mensch,war
war,der
der,ihm
ihm,zuhörte
zuhörte,daß
daß,dieser
dieser,regungslos
regungslos,lauschende
lauschende,seine
seine,beichte
beichte,in
in,sich
sich,einsog
einsog,wie
wie,ein
ein,baum
baum,den
den,regen
regen,daß
daß,dieser
dieser,regungslose
regungslose,der
der,fluß
fluß,selbst
selbst,daß
daß,er
er,gott
gott,selbst
selbst,daß
daß,er
er,das
das,ewige
ewige,selbst
selbst,war.
war.,und
und,während
während,siddhartha
siddhartha,aufhörte
aufhörte,an
an,sich
sich,und
und,an
an,seine
seine,wunde
wunde,zu
zu,denken
denken,nahm
nahm,diese
diese,erkenntnis
erkenntnis,vom
vom,veränderten
veränderten,wesen
wesen,des
des,vasudeva
vasudeva,von
von,ihm
ihm,besitz
besitz,und
und,je
je,mehr
mehr,er
er,es
es,empfand
empfand,und
und,darein
darein,eindrang
eindrang,desto
desto,weniger
weniger,wunderlich
wunderlich,wurde
wurde,es
es,desto
desto,mehr
mehr,sah
sah,er
er,ein
ein,daß
daß,alles
alles,in
in,ordnung
ordnung,und
und,natürlich
natürlich,war
war,daß
daß,vasudeva
vasudeva,schon
schon,lange
lange,beinahe
beinahe,schon
schon,immer
immer,so
so,gewesen
gewesen,sei
sei,daß
daß,nur
nur,er
er,selbst
selbst,es
es,nicht
nicht,ganz
ganz,erkannt
erkannt,hatte
hatte,ja
ja,daß
daß,er
er,selbst
selbst,von
von,jenem
jenem,kaum
kaum,noch
noch,verschieden
verschieden,sei.
sei.,er
er,empfand
empfand,daß
daß,er
er,den
den,alten
alten,vasudeva
vasudeva,nun
nun,so
so,sehe
sehe,wie
wie,das
das,volk
volk,die
die,götter
götter,sieht
sieht,und
und,daß
daß,dies
dies,nicht
nicht,von
von,dauer
dauer,sein
sein,könne;
könne;,er
er,begann
begann,im
im,herzen
herzen,von
von,vasudeva
vasudeva,abschied
abschied,zu
zu,nehmen.
nehmen.,dabei
dabei,sprach
sprach,er
er,immer
immer,fort.
fort.,als
als,er
er,zu
zu,ende
ende,gesprochen
gesprochen,hatte
hatte,richtete
richtete,vasudeva
vasudeva,seinen
seinen,freundlichen
freundlichen,etwas
etwas,schwach
schwach,gewordenen
gewordenen,blick
blick,auf
auf,ihn
ihn,sprach
sprach,nicht
nicht,strahlte
strahlte,ihm
ihm,schweigend
schweigend,liebe
liebe,und
und,heiterkeit
heiterkeit,entgegen
entgegen,verständnis
verständnis,und
und,wissen.
wissen.,er
er,nahm
nahm,siddharthas
siddharthas,hand
hand,führte
führte,ihn
ihn,zum
zum,sitz
sitz,am
am,ufer
ufer,setzte
setzte,sich
sich,mit
mit,ihm
ihm,nieder
nieder,lächelte
lächelte,dem
dem,flusse
flusse,zu.
zu.,"""du"
"""du",hast
hast,ihn
ihn,lachen
lachen,hören
hören,sagte
sagte,er.
er.,"""aber"
"""aber",du
du,hast
hast,nicht
nicht,alles
alles,gehört.
gehört.,laß
laß,uns
uns,lauschen
lauschen,du
du,wirst
wirst,mehr
mehr,hören.
hören.,sie
sie,lauschten.
lauschten.,sanft
sanft,klang
klang,der
der,vielstimmige
vielstimmige,gesang
gesang,des
des,flusses.
flusses.,siddhartha
siddhartha,schaute
schaute,ins
ins,wasser
wasser,und
und,im
im,ziehenden
ziehenden,wasser
wasser,erschienen
erschienen,ihm
ihm,bilder:
bilder:,sein
sein,vater
vater,erschien
erschien,einsam
einsam,um
um,den
den,sohn
sohn,trauernd;
trauernd;,er
er,selbst
selbst,erschien
erschien,einsam
einsam,auch
auch,er
er,mit
mit,den
den,banden
banden,der
der,sehnsucht
sehnsucht,an
an,den
den,fernen
fernen,sohn
sohn,gebunden;
gebunden;,es
es,erschien
erschien,sein
sein,sohn
sohn,einsam
einsam,auch
auch,er
er,der
der,knabe
knabe,begehrlich
begehrlich,auf
auf,der
der,brennenden
brennenden,bahn
bahn,seiner
seiner,jungen
jungen,wünsche
wünsche,stürmend
stürmend,jeder
jeder,auf
auf,sein
sein,ziel
ziel,gerichtet
gerichtet,jeder
jeder,vom
vom,ziel
ziel,besessen
besessen,jeder
jeder,leidend.
leidend.,der
der,fluß
fluß,sang
sang,mit
mit,einer
einer,stimme
stimme,des
des,leidens
leidens,sehnlich
sehnlich,sang
sang,er
er,sehnlich
sehnlich,floß
floß,er
er,seinem
seinem,ziele
ziele,zu
zu,klagend
klagend,klang
klang,seine
seine,stimme.
stimme.,"""hörst"
"""hörst",du?
du?,fragte
fragte,vasudevas
vasudevas,stummer
stummer,blick.
blick.,siddhartha
siddhartha,nickte.
nickte.,"""höre"
"""höre",besser!
besser!,flüsterte
flüsterte,vasudeva.
vasudeva.,siddhartha
siddhartha,bemühte
bemühte,sich
sich,besser
besser,zu
zu,hören.
hören.,das
das,bild
bild,des
des,vaters
vaters,sein
sein,eigenes
eigenes,bild
bild,das
das,bild
bild,des
des,sohnes
sohnes,flossen
flossen,ineinander
ineinander,auch
auch,kamalas
kamalas,bild
bild,erschien
erschien,und
und,zerfloß
zerfloß,und
und,das
das,bild
bild,govindas
govindas,und
und,andre
andre,bilder
bilder,und
und,flossen
flossen,ineinander
ineinander,über
über,wurden
wurden,alle
alle,zum
zum,fluß
fluß,strebten
strebten,alle
alle,als
als,fluß
fluß,dem
dem,ziele
ziele,zu
zu,sehnlich
sehnlich,begehrend
begehrend,leidend
leidend,und
und,des
des,flusses
flusses,stimme
stimme,klang
klang,voll
voll,sehnsucht
sehnsucht,voll
voll,von
von,brennendem
brennendem,weh
weh,voll
voll,von
von,unstillbarem
unstillbarem,verlangen.
verlangen.,zum
zum,ziele
ziele,strebte
strebte,der
der,fluß
fluß,siddhartha
siddhartha,sah
sah,ihn
ihn,eilen
eilen,den
den,fluß
fluß,der
der,aus
aus,ihm
ihm,und
und,den
den,seinen
seinen,und
und,aus
aus,allen
allen,menschen
menschen,bestand
bestand,die
die,er
er,je
je,gesehen
gesehen,hatte
hatte,alle
alle,die
die,wellen
wellen,und
und,wasser
wasser,eilten
eilten,leidend
leidend,zielen
zielen,zu
zu,vielen
vielen,zielen
zielen,dem
dem,wasserfall
wasserfall,dem
dem,see
see,der
der,stromschnelle
stromschnelle,dem
dem,meere
meere,und
und,alle
alle,ziele
ziele,wurden
wurden,erreicht
erreicht,und
und,jedem
jedem,folgte
folgte,ein
ein,neues
neues,und
und,aus
aus,dem
dem,wasser
wasser,ward
ward,dampf
dampf,und
und,stieg
stieg,in
in,den
den,himmel
himmel,ward
ward,regen
regen,und
und,stürzte
stürzte,aus
aus,dem
dem,himmel
himmel,herab
herab,ward
ward,quelle
quelle,ward
ward,bach
bach,ward
ward,fluß
fluß,strebte
strebte,aufs
aufs,neue
neue,floß
floß,aufs
aufs,neue.
neue.,aber
aber,die
die,sehnliche
sehnliche,stimme
stimme,hatte
hatte,sich
sich,verändert.
verändert.,noch
noch,tönte
tönte,sie
sie,leidvoll
leidvoll,suchend
suchend,aber
aber,andre
andre,stimmen
stimmen,gesellten
gesellten,sich
sich,zu
zu,ihr
ihr,stimmen
stimmen,der
der,freude
freude,und
und,des
des,leides
leides,gute
gute,und
und,böse
böse,stimmen
stimmen,lachende
lachende,und
und,trauernde
trauernde,hundert
hundert,stimmen
stimmen,tausend
tausend,stimmen.
stimmen.,siddhartha
siddhartha,lauschte.
lauschte.,er
er,war
war,nun
nun,ganz
ganz,lauscher
lauscher,ganz
ganz,ins
ins,zuhören
zuhören,vertieft
vertieft,ganz
ganz,leer
leer,ganz
ganz,einsaugend
einsaugend,er
er,fühlte
fühlte,daß
daß,er
er,nun
nun,das
das,lauschen
lauschen,zu
zu,ende
ende,gelernt
gelernt,habe.
habe.,oft
oft,schon
schon,hatte
hatte,er
er,all
all,dies
dies,gehört
gehört,diese
diese,vielen
vielen,stimmen
stimmen,im
im,fluß
fluß,heute
heute,klang
klang,es
es,neu.
neu.,schon
schon,konnte
konnte,er
er,die
die,vielen
vielen,stimmen
stimmen,nicht
nicht,mehr
mehr,unterscheiden
unterscheiden,nicht
nicht,frohe
frohe,von
von,weinenden
weinenden,nicht
nicht,kindliche
kindliche,von
von,männlichen
männlichen,sie
sie,gehörten
gehörten,alle
alle,zusammen
zusammen,klage
klage,der
der,sehnsucht
sehnsucht,und
und,lachen
lachen,des
des,wissenden
wissenden,schrei
schrei,des
des,zorns
zorns,und
und,stöhnen
stöhnen,der
der,sterbenden
sterbenden,alles
alles,war
war,eins
eins,alles
alles,war
war,ineinander
ineinander,verwoben
verwoben,und
und,verknüpft
verknüpft,tausendfach
tausendfach,verschlungen.
verschlungen.,und
und,alles
alles,zusammen
zusammen,alle
alle,stimmen
stimmen,alle
alle,ziele
ziele,alles
alles,sehnen
sehnen,alle
alle,leiden
leiden,alle
alle,lust
lust,alles
alles,gute
gute,und
und,böse
böse,alles
alles,zusammen
zusammen,war
war,die
die,welt.
welt.,alles
alles,zusammen
zusammen,war
war,der
der,fluß
fluß,des
des,geschehens
geschehens,war
war,die
die,musik
musik,des
des,lebens.
lebens.,und
und,wenn
wenn,siddhartha
siddhartha,aufmerksam
aufmerksam,diesem
diesem,fluß
fluß,diesem
diesem,tausendstimmigen
tausendstimmigen,liede
liede,lauschte
lauschte,wenn
wenn,er
er,nicht
nicht,auf
auf,das
das,leid
leid,noch
noch,auf
auf,das
das,lachen
lachen,hörte
hörte,wenn
wenn,er
er,seine
seine,seele
seele,nicht
nicht,an
an,irgendeine
irgendeine,stimme
stimme,band
band,und
und,mit
mit,seinem
seinem,ich
ich,in
in,sie
sie,einging
einging,sondern
sondern,alle
alle,hörte
hörte,das
das,ganze
ganze,die
die,einheit
einheit,vernahm
vernahm,dann
dann,bestand
bestand,das
das,große
große,lied
lied,der
der,tausend
tausend,stimmen
stimmen,aus
aus,einem
einem,einzigen
einzigen,worte
worte,das
das,hieß
hieß,om:
om:,die
die,vollendung.
vollendung.,"""hörst"
"""hörst",du
du,fragte
fragte,wieder
wieder,vasudevas
vasudevas,blick.
blick.,hell
hell,glänzte
glänzte,vasudevas
vasudevas,lächeln
lächeln,über
über,all
all,den
den,runzeln
runzeln,seines
seines,alten
alten,antlitzes
antlitzes,schwebte
schwebte,es
es,leuchtend
leuchtend,wie
wie,über
über,all
all,den
den,stimmen
stimmen,des
des,flusses
flusses,das
das,om
om,schwebte.
schwebte.,hell
hell,glänzte
glänzte,sein
sein,lächeln
lächeln,als
als,er
er,den
den,freund
freund,anblickte
anblickte,und
und,hell
hell,glänzte
glänzte,nun
nun,auch
auch,auf
auf,siddharthas
siddharthas,gesicht
gesicht,dasselbe
dasselbe,lächeln
lächeln,auf.
auf.,seine
seine,wunde
wunde,blühte
blühte,sein
sein,leid
leid,strahlte
strahlte,sein
sein,ich
ich,war
war,in
in,die
die,einheit
einheit,geflossen.
geflossen.,in
in,dieser
dieser,stunde
stunde,hörte
hörte,siddhartha
siddhartha,auf
auf,mit
mit,dem
dem,schicksal
schicksal,zu
zu,kämpfen
kämpfen,hörte
hörte,auf
auf,zu
zu,leiden.
leiden.,auf
auf,seinem
seinem,gesicht
gesicht,blühte
blühte,die
die,heiterkeit
heiterkeit,des
des,wissens
wissens,dem
dem,kein
kein,wille
wille,mehr
mehr,entgegensteht
entgegensteht,das
das,die
die,vollendung
vollendung,kennt
kennt,das
das,einverstanden
einverstanden,ist
ist,mit
mit,dem
dem,fluß
fluß,des
des,geschehens
geschehens,mit
mit,dem
dem,strom
strom,des
des,lebens
lebens,voll
voll,mitleid
mitleid,voll
voll,mitlust
mitlust,dem
dem,strömen
strömen,hingegeben
hingegeben,der
der,einheit
einheit,zugehörig.
zugehörig.,als
als,vasudeva
vasudeva,sich
sich,von
von,dem
dem,sitz
sitz,am
am,ufer
ufer,erhob
erhob,als
als,er
er,in
in,siddharthas
siddharthas,augen
augen,blickte
blickte,und
und,die
die,heiterkeit
heiterkeit,des
des,wissens
wissens,darin
darin,strahlen
strahlen,sah
sah,berührte
berührte,er
er,dessen
dessen,schulter
schulter,leise
leise,mit
mit,der
der,hand
hand,in
in,seiner
seiner,behutsamen
behutsamen,und
und,zarten
zarten,weise
weise,und
und,sagte:
sagte:,"""ich"
"""ich",habe
habe,auf
auf,diese
diese,stunde
stunde,gewartet
gewartet,lieber.
lieber.,nun
nun,sie
sie,gekommen
gekommen,ist
ist,laß
laß,mich
mich,gehen.
gehen.,lange
lange,habe
habe,ich
ich,auf
auf,diese
diese,stunde
stunde,gewartet
gewartet,lange
lange,bin
bin,ich
ich,der
der,fährmann
fährmann,vasudeva
vasudeva,gewesen.
gewesen.,nun
nun,ist
ist,es
es,genug.
genug.,lebe
lebe,wohl
wohl,hütte
hütte,lebe
lebe,wohl
wohl,fluß
fluß,lebe
lebe,wohl
wohl,siddhartha!
siddhartha!,siddhartha
siddhartha,verneigte
verneigte,sich
sich,tief
tief,vor
vor,dem
dem,abschiednehmenden.
abschiednehmenden.,"""ich"
"""ich",habe
habe,es
es,gewußt
gewußt,sagte
sagte,er
er,leise.
leise.,"""du"
"""du",wirst
wirst,in
in,die
die,wälder
wälder,gehen?
gehen?,"""ich"
"""ich",gehe
gehe,in
in,die
die,wälder
wälder,ich
ich,gehe
gehe,in
in,die
die,einheit
einheit,sprach
sprach,vasudeva
vasudeva,strahlend.
strahlend.,strahlend
strahlend,ging
ging,er
er,hinweg;
hinweg;,siddhartha
siddhartha,blickte
blickte,ihm
ihm,nach.
nach.,mit
mit,tiefer
tiefer,freude
freude,mit
mit,tiefem
tiefem,ernst
ernst,blickte
blickte,er
er,ihm
ihm,nach
nach,sah
sah,seine
seine,schritte
schritte,voll
voll,frieden
frieden,sah
sah,sein
sein,haupt
haupt,voll
voll,glanz
glanz,sah
sah,seine
seine,gestalt
gestalt,voll
voll,licht.
licht.,govinda
govinda,mit
mit,anderen
anderen,mönchen
mönchen,weilte
weilte,govinda
govinda,einst
einst,während
während,einer
einer,rastzeit
rastzeit,in
in,dem
dem,lusthain
lusthain,welchen
welchen,die
die,kurtisane
kurtisane,kamala
kamala,den
den,jüngern
jüngern,des
des,gotama
gotama,geschenkt
geschenkt,hatte.
hatte.,er
er,hörte
hörte,von
von,einem
einem,alten
alten,fährmanne
fährmanne,sprechen
sprechen,welcher
welcher,eine
eine,tagereise
tagereise,entfernt
entfernt,vom
vom,hain
hain,am
am,flusse
flusse,wohne
wohne,und
und,der
der,von
von,vielen
vielen,für
für,einen
einen,weisen
weisen,gehalten
gehalten,werde.
werde.,als
als,govinda
govinda,des
des,weges
weges,weiterzog
weiterzog,wählte
wählte,er
er,den
den,weg
weg,zur
zur,fähre
fähre,begierig
begierig,diesen
diesen,fährmann
fährmann,zu
zu,sehen.
sehen.,denn
denn,ob
ob,er
er,wohl
wohl,sein
sein,leben
leben,lang
lang,nach
nach,der
der,regel
regel,gelebt
gelebt,hatte
hatte,auch
auch,von
von,den
den,jungeren
jungeren,mönchen
mönchen,seines
seines,alters
alters,und
und,seiner
seiner,bescheidenheit
bescheidenheit,wegen
wegen,mit
mit,ehrfurcht
ehrfurcht,angesehen
angesehen,wurde
wurde,war
war,doch
doch,in
in,seinem
seinem,herzen
herzen,die
die,unruhe
unruhe,und
und,das
das,suchen
suchen,nicht
nicht,erloschen.
erloschen.,er
er,kam
kam,zum
zum,flüsse
flüsse,er
er,bat
bat,den
den,alten
alten,um
um,überfahrt
überfahrt,und
und,da
da,sie
sie,drüben
drüben,aus
aus,dem
dem,boot
boot,stiegen
stiegen,sagte
sagte,er
er,zum
zum,alten:
alten:,"""viel"
"""viel",gutes
gutes,erweisest
erweisest,du
du,uns
uns,mönchen
mönchen,und
und,pilgern
pilgern,viele
viele,von
von,uns
uns,hast
hast,du
du,schon
schon,übergesetzt.
übergesetzt.,bist
bist,nicht
nicht,auch
auch,du
du,fährmann
fährmann,ein
ein,sucher
sucher,nach
nach,dem
dem,rechten
rechten,pfade?
pfade?,sprach
sprach,siddhartha
siddhartha,aus
aus,den
den,alten
alten,augen
augen,lächelnd:
lächelnd:,"""nennst"
"""nennst",du
du,dich
dich,einen
einen,sucher
sucher,o
o,ehrwürdiger
ehrwürdiger,und
und,bist
bist,doch
doch,schon
schon,hoch
hoch,in
in,den
den,jahren
jahren,und
und,trägst
trägst,das
das,gewand
gewand,der
der,mönche
mönche,gotamas?
gotamas?,"""wohl"
"""wohl",bin
bin,ich
ich,alt
alt,sprach
sprach,govinda
govinda,"""zu"
"""zu",suchen
suchen,aber
aber,habe
habe,ich
ich,nicht
nicht,aufgehört.
aufgehört.,nie
nie,werde
werde,ich
ich,aufhören
aufhören,zu
zu,suchen
suchen,dies
dies,scheint
scheint,meine
meine,bestimmung.
bestimmung.,auch
auch,du
du,so
so,scheint
scheint,es
es,mir
mir,hast
hast,gesucht.
gesucht.,willst
willst,du
du,mir
mir,ein
ein,wort
wort,sagen
sagen,verehrter?
verehrter?,sprach
sprach,siddhartha:
siddhartha:,"""was"
"""was",sollte
sollte,ich
ich,dir
dir,ehrwürdiger
ehrwürdiger,wohl
wohl,zu
zu,sagen
sagen,haben?
haben?,vielleicht
vielleicht,das
das,daß
daß,du
du,allzu
allzu,viel
viel,suchst?
suchst?,daß
daß,du
du,vor
vor,suchen
suchen,nicht
nicht,zum
zum,finden
finden,kommst?
kommst?,"""wie"
"""wie",denn?
denn?,fragte
fragte,govinda.
govinda.,"""wenn"
"""wenn",jemand
jemand,sucht
sucht,sagte
sagte,siddhartha
siddhartha,"""dann"
"""dann",geschieht
geschieht,es
es,leicht
leicht,daß
daß,sein
sein,auge
auge,nur
nur,noch
noch,das
das,ding
ding,sieht
sieht,das
das,er
er,sucht
sucht,daß
daß,er
er,nichts
nichts,zu
zu,finden
finden,nichts
nichts,in
in,sich
sich,einzulassen
einzulassen,vermag
vermag,weil
weil,er
er,nur
nur,immer
immer,an
an,das
das,gesuchte
gesuchte,denkt
denkt,weil
weil,er
er,ein
ein,ziel
ziel,hat
hat,weil
weil,er
er,vom
vom,ziel
ziel,besessen
besessen,ist.
ist.,suchen
suchen,heißt:
heißt:,ein
ein,ziel
ziel,haben.
haben.,finden
finden,aber
aber,heißt:
heißt:,frei
frei,sein
sein,offen
offen,stehen
stehen,kein
kein,ziel
ziel,haben.
haben.,du
du,ehrwürdiger
ehrwürdiger,bist
bist,vielleicht
vielleicht,in
in,der
der,tat
tat,ein
ein,sucher
sucher,denn
denn,deinem
deinem,ziel
ziel,nachstrebend
nachstrebend,siehst
siehst,du
du,manches
manches,nicht
nicht,was
was,nah
nah,vor
vor,deinen
deinen,augen
augen,steht.
steht.,"""noch"
"""noch",verstehe
verstehe,ich
ich,nicht
nicht,ganz
ganz,bat
bat,govinda
govinda,"""wie"
"""wie",meinst
meinst,du
du,das?
das?,sprach
sprach,siddhartha:
siddhartha:,"""einst"
"""einst",o
o,ehrwürdiger
ehrwürdiger,vor
vor,manchen
manchen,jahren
jahren,bist
bist,du
du,schon
schon,einmal
einmal,an
an,diesem
diesem,flusse
flusse,gewesen
gewesen,und
und,hast
hast,am
am,fluß
fluß,einen
einen,schlafenden
schlafenden,gefunden
gefunden,und
und,hast
hast,dich
dich,zu
zu,ihm
ihm,gesetzt
gesetzt,um
um,seinen
seinen,schlaf
schlaf,zu
zu,behüten.
behüten.,erkannt
erkannt,aber
aber,o
o,govinda
govinda,hast
hast,du
du,den
den,schlafenden
schlafenden,nicht.
nicht.,staunend
staunend,wie
wie,ein
ein,bezauberter
bezauberter,blickte
blickte,der
der,mönch
mönch,in
in,des
des,fährmanns
fährmanns,augen.
augen.,"""bist"
"""bist",du
du,siddhartha?
siddhartha?,fragte
fragte,er
er,mit
mit,scheuer
scheuer,stimme.
stimme.,"""ich"
"""ich",hätte
hätte,dich
dich,auch
auch,diesesmal
diesesmal,nicht
nicht,erkannt!
erkannt!,herzlich
herzlich,grüße
grüße,ich
ich,dich
dich,siddhartha
siddhartha,herzlich
herzlich,freue
freue,ich
ich,mich
mich,dich
dich,nochmals
nochmals,zu
zu,sehen!
